chart_date,open,high,low,close,value
"Aug 03, 2009 00:00:00",1.8,1.84,1.8,1.84,1629700.0
"Aug 04, 2009 00:00:00",1.86,1.88,1.86,1.86,788080.0
"Aug 06, 2009 00:00:00",1.84,1.88,1.84,1.88,1023300.0
"Aug 07, 2009 00:00:00",1.88,1.92,1.88,1.9,792180.0
"Aug 10, 2009 00:00:00",1.92,1.96,1.9,1.96,1369700.0
"Aug 11, 2009 00:00:00",1.96,1.96,1.96,1.96,752640.0
"Aug 12, 2009 00:00:00",1.98,2.06,1.96,2.02,6497540.0
"Aug 13, 2009 00:00:00",2.04,2.08,2.04,2.08,1668360.0
"Aug 14, 2009 00:00:00",2.08,2.08,2.02,2.02,457580.0
"Aug 17, 2009 00:00:00",2.0,2.0,1.92,1.92,519200.0
"Aug 18, 2009 00:00:00",1.9,1.92,1.9,1.92,361600.0
"Aug 19, 2009 00:00:00",1.94,1.94,1.9,1.92,1382300.0
"Aug 20, 2009 00:00:00",1.9,1.92,1.9,1.92,47540.0
"Aug 24, 2009 00:00:00",1.92,1.98,1.92,1.94,751600.0
"Aug 25, 2009 00:00:00",1.94,2.0,1.94,1.96,873300.0
"Aug 26, 2009 00:00:00",1.98,2.04,1.98,2.0,1107640.0
"Sep 03, 2009 00:00:00",2.04,2.04,2.04,2.04,77520.0
"Sep 04, 2009 00:00:00",2.04,2.06,2.04,2.06,255160.0
"Sep 16, 2009 00:00:00",2.04,2.06,2.02,2.04,1665440.0
"Sep 17, 2009 00:00:00",2.0,2.02,2.0,2.02,2010100.0
"Sep 18, 2009 00:00:00",2.02,2.02,2.02,2.02,50500.0
"Sep 22, 2009 00:00:00",2.02,2.02,2.02,2.02,412080.0
"Sep 23, 2009 00:00:00",2.02,2.02,2.0,2.02,361440.0
"Sep 30, 2009 00:00:00",1.9,1.9,1.9,1.9,133000.0
"Oct 01, 2009 00:00:00",1.9,1.9,1.9,1.9,104500.0
"Oct 02, 2009 00:00:00",1.9,1.9,1.86,1.9,257140.0
"Oct 05, 2009 00:00:00",1.88,1.88,1.84,1.84,3337060.0
"Oct 06, 2009 00:00:00",1.86,1.88,1.86,1.88,535780.0
"Oct 07, 2009 00:00:00",1.9,1.9,1.9,1.9,539600.0
"Oct 08, 2009 00:00:00",1.86,1.86,1.86,1.86,148800.0
"Oct 09, 2009 00:00:00",1.88,1.88,1.88,1.88,131600.0
"Oct 12, 2009 00:00:00",1.88,1.88,1.8,1.8,587540.0
"Oct 13, 2009 00:00:00",1.8,1.88,1.8,1.8,154880.0
"Oct 14, 2009 00:00:00",1.82,1.82,1.8,1.8,198100.0
"Oct 15, 2009 00:00:00",1.8,1.8,1.78,1.78,135600.0
"Oct 16, 2009 00:00:00",1.78,1.8,1.78,1.8,71400.0
"Oct 20, 2009 00:00:00",1.78,1.8,1.76,1.8,789720.0
"Oct 21, 2009 00:00:00",1.78,1.78,1.72,1.72,5005340.0
"Oct 22, 2009 00:00:00",1.76,1.76,1.68,1.68,814240.0
"Oct 23, 2009 00:00:00",1.7,1.7,1.66,1.68,280500.0
"Oct 26, 2009 00:00:00",1.66,1.66,1.64,1.64,596300.0
"Oct 27, 2009 00:00:00",1.62,1.64,1.62,1.64,427840.0
"Oct 28, 2009 00:00:00",1.64,1.64,1.62,1.62,224900.0
"Oct 29, 2009 00:00:00",1.62,1.62,1.58,1.6,729420.0
"Oct 30, 2009 00:00:00",1.6,1.62,1.6,1.62,796460.0
"Nov 03, 2009 00:00:00",1.6,1.6,1.6,1.6,91200.0
"Nov 04, 2009 00:00:00",1.62,1.62,1.6,1.62,171520.0
"Nov 05, 2009 00:00:00",1.64,1.66,1.64,1.66,227380.0
"Nov 06, 2009 00:00:00",1.64,1.68,1.64,1.68,51080.0
"Nov 09, 2009 00:00:00",1.64,1.68,1.64,1.68,918840.0
"Nov 10, 2009 00:00:00",1.68,1.72,1.68,1.72,63360.0
"Nov 11, 2009 00:00:00",1.7,1.72,1.7,1.72,177140.0
"Dec 15, 2009 00:00:00",1.6,1.62,1.6,1.62,107260.0
"Dec 16, 2009 00:00:00",1.62,1.62,1.58,1.6,118040.0
"Dec 17, 2009 00:00:00",1.6,1.6,1.6,1.6,240000.0
"Dec 18, 2009 00:00:00",1.6,1.6,1.58,1.6,522060.0
"Dec 21, 2009 00:00:00",1.58,1.58,1.58,1.58,47400.0
"Dec 22, 2009 00:00:00",1.6,1.62,1.6,1.62,18327520.0
"Jan 05, 2010 00:00:00",1.58,1.62,1.58,1.62,216020.0
"Jan 06, 2010 00:00:00",1.58,1.6,1.58,1.6,207840.0
"Jan 07, 2010 00:00:00",1.6,1.6,1.58,1.58,1582200.0
"Jan 08, 2010 00:00:00",1.58,1.6,1.58,1.58,579940.0
"Jan 11, 2010 00:00:00",1.58,1.58,1.58,1.58,79000.0
"Jan 12, 2010 00:00:00",1.58,1.58,1.58,1.58,804220.0
"Jan 13, 2010 00:00:00",1.56,1.6,1.56,1.58,2169420.0
"Jan 14, 2010 00:00:00",1.58,1.58,1.56,1.56,327040.0
"Jan 15, 2010 00:00:00",1.56,1.58,1.56,1.58,356660.0
"Jan 18, 2010 00:00:00",1.56,1.56,1.56,1.56,63960.0
"Jan 19, 2010 00:00:00",1.58,1.58,1.56,1.56,42160.0
"Jan 20, 2010 00:00:00",1.56,1.56,1.56,1.56,162240.0
"Jan 21, 2010 00:00:00",1.56,1.58,1.56,1.58,173760.0
"Jan 22, 2010 00:00:00",1.58,1.58,1.58,1.58,164320.0
"Jan 25, 2010 00:00:00",1.58,1.58,1.58,1.58,41080.0
"Jan 26, 2010 00:00:00",1.6,1.6,1.56,1.56,662800.0
"Jan 27, 2010 00:00:00",1.56,1.56,1.54,1.54,436740.0
"Jan 28, 2010 00:00:00",1.54,1.56,1.54,1.56,74620.0
"Jan 29, 2010 00:00:00",1.54,1.54,1.52,1.54,90060.0
"Feb 01, 2010 00:00:00",1.52,1.52,1.52,1.52,270560.0
"Feb 02, 2010 00:00:00",1.52,1.52,1.52,1.52,89680.0
"Feb 03, 2010 00:00:00",1.5,1.5,1.5,1.5,112500.0
"Feb 04, 2010 00:00:00",1.5,1.5,1.5,1.5,309000.0
"Feb 05, 2010 00:00:00",1.5,1.5,1.48,1.48,104600.0
"Feb 08, 2010 00:00:00",1.48,1.48,1.44,1.44,39880.0
"Feb 09, 2010 00:00:00",1.44,1.44,1.44,1.44,2880.0
"Feb 10, 2010 00:00:00",1.46,1.46,1.44,1.46,294320.0
"Feb 11, 2010 00:00:00",1.46,1.48,1.46,1.48,88200.0
"Mar 08, 2010 00:00:00",1.52,1.52,1.52,1.52,76000.0
"Mar 12, 2010 00:00:00",1.5,1.52,1.5,1.52,6015000.0
"Mar 15, 2010 00:00:00",1.52,1.52,1.5,1.5,368400.0
"Mar 16, 2010 00:00:00",1.5,1.54,1.5,1.52,6507800.0
"Mar 17, 2010 00:00:00",1.52,1.52,1.5,1.5,1524200.0
"Mar 31, 2010 00:00:00",1.52,1.52,1.52,1.52,489440.0
"Apr 20, 2010 00:00:00",1.54,1.54,1.5,1.5,4528840.0
"Apr 21, 2010 00:00:00",1.5,1.52,1.5,1.52,266200.0
"Apr 22, 2010 00:00:00",1.52,1.54,1.52,1.52,1093120.0
"Apr 23, 2010 00:00:00",1.52,1.54,1.52,1.52,79300.0
"Apr 29, 2010 00:00:00",1.52,1.52,1.52,1.52,304000.0
"May 04, 2010 00:00:00",1.5,1.52,1.5,1.52,92080.0
"May 05, 2010 00:00:00",1.5,1.5,1.48,1.48,1121000.0
"May 13, 2010 00:00:00",1.52,1.52,1.5,1.5,1075060.0
"May 14, 2010 00:00:00",1.52,1.54,1.48,1.48,2487500.0
"May 18, 2010 00:00:00",1.5,1.5,1.5,1.5,75000.0
"May 19, 2010 00:00:00",1.5,1.52,1.5,1.52,384120.0
"May 20, 2010 00:00:00",1.5,1.52,1.5,1.52,227380.0
"May 21, 2010 00:00:00",1.48,1.52,1.48,1.5,270200.0
"May 24, 2010 00:00:00",1.52,1.52,1.5,1.5,187700.0
"May 25, 2010 00:00:00",1.5,1.5,1.5,1.5,253500.0
"May 26, 2010 00:00:00",1.5,1.52,1.5,1.52,39200.0
"May 27, 2010 00:00:00",1.5,1.52,1.5,1.52,93040.0
"May 28, 2010 00:00:00",1.5,1.54,1.5,1.54,46720.0
"May 31, 2010 00:00:00",1.5,1.5,1.48,1.5,217760.0
"Jun 01, 2010 00:00:00",1.5,1.5,1.5,1.5,70500.0
"Jun 03, 2010 00:00:00",1.48,1.52,1.48,1.52,1542480.0
